# OpenSignals Text File Format. Version 1
# {"00:07:80:4B:15:F7": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:4B:15:F7", "device connection": "BTH00:07:80:4B:15:F7", "sampling rate": 1000, "resolution": [16], "firmware version": 775, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2023-3-2", "time": "17:32:9.407", "channels": [1], "sensor": ["ECG"], "label": ["CH1"], "column": ["nSeq", "DI", "CH1"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": [""], "convertedValues": 0}}
# EndOfHeader
0	0	32200	
1	0	32192	
2	0	32040	
3	0	31928	
4	0	31964	
5	0	32016	
6	0	32032	
7	0	32128	
8	0	32172	
9	0	32210	
10	0	32256	
11	0	32304	
12	0	32368	
13	0	32456	
14	0	32580	
15	0	32676	
16	0	32740	
17	0	32808	
18	0	32904	
19	0	32908	
20	0	32848	
21	0	32740	
22	0	32692	
23	0	32708	
24	0	32768	
25	0	32768	
26	0	32792	
27	0	32864	
28	0	32901	
29	0	32936	
30	0	32964	
31	0	33004	
32	0	33120	
33	0	33208	
34	0	33258	
35	0	33372	
36	0	33504	
37	0	33520	
38	0	33484	
39	0	33404	
40	0	33392	
41	0	33440	
42	0	33456	
43	0	33466	
44	0	33608	
45	0	33848	
46	0	34000	
47	0	34012	
48	0	33944	
49	0	33928	
50	0	33960	
51	0	34092	
52	0	34264	
53	0	34372	
54	0	34504	
55	0	34664	
56	0	34802	
57	0	34892	
58	0	34942	
59	0	34990	
60	0	35040	
61	0	35036	
62	0	35048	
63	0	35042	
64	0	35128	
65	0	35224	
66	0	35348	
67	0	35372	
68	0	35428	
69	0	35532	
70	0	35616	
71	0	35664	
72	0	35712	
73	0	35808	
74	0	35916	
75	0	36120	
76	0	36240	
77	0	36296	
78	0	36460	
79	0	36546	
80	0	36576	
81	0	36652	
82	0	36756	
83	0	36788	
84	0	36796	
85	0	36860	
86	0	37004	
87	0	37164	
88	0	37172	
89	0	37168	
90	0	37192	
91	0	37280	
92	0	37376	
93	0	37476	
94	0	37564	
95	0	37672	
96	0	37768	
97	0	37840	
98	0	37944	
99	0	37970	
100	0	37952	
101	0	37952	
102	0	37984	
103	0	37944	
104	0	37992	
105	0	38060	
106	0	38032	
107	0	37980	
108	0	37912	
109	0	37824	
110	0	37820	
111	0	37788	
112	0	37712	
113	0	37688	
114	0	37748	
115	0	37880	
116	0	37812	
117	0	37576	
118	0	37424	
119	0	37252	
120	0	37096	
121	0	36968	
122	0	36800	
123	0	36628	
124	0	36432	
125	0	36260	
126	0	36092	
127	0	35872	
128	0	35656	
129	0	35500	
130	0	35316	
131	0	35056	
132	0	34868	
133	0	34708	
134	0	34533	
135	0	34312	
136	0	34132	
137	0	33914	
138	0	33712	
139	0	33516	
140	0	33268	
141	0	32932	
142	0	32732	
143	0	32568	
144	0	32386	
145	0	32212	
146	0	31976	
147	0	31714	
148	0	31468	
149	0	31216	
150	0	31100	
151	0	30984	
152	0	30844	
153	0	30768	
154	0	30708	
155	0	30592	
156	0	30556	
157	0	30568	
158	0	30488	
159	0	30294	
160	0	30128	
161	0	29964	
162	0	29800	
163	0	29664	
164	0	29524	
165	0	29352	
166	0	29152	
167	0	29036	
168	0	28996	
169	0	28972	
170	0	28920	
171	0	28896	
172	0	28764	
173	0	28640	
174	0	28552	
175	0	28536	
176	0	28564	
177	0	28600	
178	0	28500	
179	0	28356	
180	0	28200	
181	0	28176	
182	0	28260	
183	0	28370	
184	0	28400	
185	0	28350	
186	0	28228	
187	0	28164	
188	0	28192	
189	0	28224	
190	0	28288	
191	0	28384	
192	0	28468	
193	0	28448	
194	0	28416	
195	0	28468	
196	0	28560	
197	0	28656	
198	0	28624	
199	0	28568	
200	0	28560	
201	0	28580	
202	0	28544	
203	0	28545	
204	0	28588	
205	0	28612	
206	0	28640	
207	0	28666	
208	0	28668	
209	0	28684	
210	0	28696	
211	0	28722	
212	0	28748	
213	0	28808	
214	0	28884	
215	0	28992	
216	0	28992	
217	0	29004	
218	0	28986	
219	0	28956	
220	0	28970	
221	0	29004	
222	0	29024	
223	0	28984	
224	0	28968	
225	0	28944	
226	0	28954	
227	0	29014	
228	0	29056	
229	0	29080	
230	0	29200	
231	0	29282	
232	0	29268	
233	0	29386	
234	0	29452	
235	0	29504	
236	0	29568	
237	0	29620	
238	0	29612	
239	0	29568	
240	0	29492	
241	0	29392	
242	0	29332	
243	0	29280	
244	0	29352	
245	0	29508	
246	0	29558	
247	0	29564	
248	0	29560	
249	0	29536	
250	0	29580	
251	0	29600	
252	0	29630	
253	0	29640	
254	0	29676	
255	0	29776	
256	0	29856	
257	0	29904	
258	0	29938	
259	0	29968	
260	0	30052	
261	0	30236	
262	0	30224	
263	0	30044	
264	0	29904	
265	0	29852	
266	0	29824	
267	0	29772	
268	0	29788	
269	0	29868	
270	0	29948	
271	0	30060	
272	0	30084	
273	0	30140	
274	0	30164	
275	0	30206	
276	0	30320	
277	0	30372	
278	0	30332	
279	0	30326	
280	0	30360	
281	0	30332	
282	0	30296	
283	0	30316	
284	0	30304	
285	0	30280	
286	0	30348	
287	0	30412	
288	0	30420	
289	0	30428	
290	0	30488	
291	0	30530	
292	0	30522	
293	0	30588	
294	0	30688	
295	0	30846	
296	0	30956	
297	0	31004	
298	0	31016	
299	0	31000	
300	0	30968	
