# OpenSignals Text File Format. Version 1
# {"00:07:80:4B:15:F7": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:4B:15:F7", "device connection": "BTH00:07:80:4B:15:F7", "sampling rate": 1000, "resolution": [16], "firmware version": 775, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2023-4-27", "time": "18:50:48.874", "channels": [1], "sensor": ["ECG"], "label": ["CH1"], "column": ["nSeq", "DI", "CH1"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": ["green"], "convertedValues": 0}}
# EndOfHeader
0	0	31356	
1	0	31360	
2	0	31384	
3	0	31420	
4	0	31444	
5	0	31452	
6	0	31488	
7	0	31492	
8	0	31512	
9	0	31496	
10	0	31516	
11	0	31532	
12	0	31532	
13	0	31548	
14	0	31576	
15	0	31580	
16	0	31564	
17	0	31552	
18	0	31536	
19	0	31536	
20	0	31576	
21	0	31584	
22	0	31576	
23	0	31584	
24	0	31604	
25	0	31608	
26	0	31620	
27	0	31628	
28	0	31636	
29	0	31664	
30	0	31662	
31	0	31676	
32	0	31672	
33	0	31704	
34	0	31724	
35	0	31764	
36	0	31778	
37	0	31784	
38	0	31784	
39	0	31796	
40	0	31792	
41	0	31808	
42	0	31832	
43	0	31844	
44	0	31872	
45	0	31932	
46	0	31964	
47	0	31972	
48	0	31988	
49	0	32004	
50	0	32016	
51	0	31968	
52	0	31828	
53	0	31604	
54	0	31312	
55	0	30968	
56	0	30564	
57	0	30156	
58	0	29830	
59	0	29640	
60	0	29636	
61	0	29808	
62	0	30124	
